position,velocity
-0.5634131,-0.047952108
-0.6110673,-0.047654208
-0.658073,-0.047005698
-0.7040973,-0.046024278
-0.748833,-0.04473573
-0.79100513,-0.042172115
-0.83037996,-0.039374866
-0.8667653,-0.036385342
-0.9000081,-0.03324274
-0.9299906,-0.029982531
-0.9566261,-0.026635492
-0.97985333,-0.023227213
-0.99963135,-0.01977806
-1.0159348,-0.01630347
-1.0287493,-0.0128144575
-1.0380676,-0.009318286
-1.0438868,-0.0058192234
-1.0462061,-0.0023193469
-1.0450255,0.0011806422
-1.040345,0.004680589
-1.0321648,0.00818006
-1.0204873,0.0116775185
-1.0053178,0.015169497
-0.98666805,0.018649792
-0.9645594,0.022108687
-0.93902713,0.025532253
-0.9101253,0.028901769
-0.877932,0.032193355
-0.8425541,0.0353779
-0.8041327,0.038421378
-0.76284707,0.041285656
-0.7189172,0.043929875
-0.6726048,0.046312362
-0.6242117,0.04839306
-0.5740755,0.05013625
-0.52256215,0.05151338
-0.4700565,0.052505605
-0.41695076,0.053105764
-0.36363128,0.05331948
-0.31046602,0.05316525
-0.25779256,0.052673467
-0.20590799,0.051884577
-0.1550614,0.05084658
-0.10544916,0.049612235
-0.057212874,0.048236288
-0.010439851,0.046773024
0.034834396,0.04527425
0.07862229,0.04378789
0.12097939,0.04235711
0.16199936,0.041019965
0.2018088,0.03980944
0.24056259,0.038753793
0.27843964,0.03787706
0.31563935,0.03719971
0.3523786,0.03673924
0.38888943,0.036510818
0.42541718,0.036527775
0.4622192,0.036802016
0.4995635,0.037344266
-0.4384181,0.0
-0.44005,-0.0016319248
-0.443302,-0.0032519998
-0.44815043,-0.0048484183
-0.4545599,-0.006409461
-0.46248347,-0.007923559
-0.47186282,-0.00937936
-0.48262864,-0.010765824
-0.49470097,-0.012072327
-0.50798976,-0.0132887885
-0.52239555,-0.014405814
-0.5378104,-0.015414838
-0.5541187,-0.016308283
-0.5711984,-0.017079704
-0.5889223,-0.017723918
-0.60715944,-0.018237121
-0.6257764,-0.01861696
-0.64463896,-0.018862572
-0.66361356,-0.01897459
-0.68256867,-0.018955087
-0.70137614,-0.018807499
-0.71991265,-0.018536484
-0.7370604,-0.017147781
-0.75271446,-0.01565402
-0.7667822,-0.014067799
-0.7791837,-0.0124014625
-0.78985065,-0.010666958
-0.7987264,-0.008875737
-0.8057651,-0.007038718
-0.8109314,-0.005166305
-0.81419986,-0.0032684437
-0.81555456,-0.0013547175
-0.81498903,0.0005655304
-0.81250596,0.0024830597
-0.8081174,0.0043885866
-0.8008447,0.007272643
-0.79072434,0.010120401
-0.7778081,0.012916187
-0.7621649,0.015643246
-0.7438813,0.01828361
-0.72306323,0.020818075
-0.69983685,0.023226364
-0.6743494,0.025487423
-0.6467695,0.027579904
-0.61728674,0.029482804
-0.5861105,0.03117625
-0.55346817,0.032642346
-0.51960206,0.033866066
-0.48476598,0.03483609
-0.44922048,0.0355455
-0.4132282,0.035992283
-0.37704864,0.036179546
-0.34093317,0.03611549
-0.3051201,0.03581304
-0.26983085,0.03528928
-0.23526622,0.034564614
-0.20160434,0.03366188
-0.16999899,0.03160536
-0.14157549,0.028423496
-0.11642987,0.025145616
-0.094633296,0.021796577
-0.07623664,0.018396651
-0.061274894,0.014961751
-0.049771022,0.0115038715
-0.041739333,0.008031688
-0.03718807,0.004551262
-0.036121268,0.001066804
-0.038539797,-0.002418532
-0.04444164,-0.0059018405
-0.053821295,-0.009379654
-0.06666843,-0.012847137
-0.08296573,-0.016297301
-0.102685995,-0.019720262
-0.12578857,-0.023102572
-0.15221523,-0.02642667
-0.18188575,-0.02967051
-0.21469322,-0.032807477
-0.25049984,-0.035806607
-0.2891331,-0.038633272
-0.33038342,-0.041250303
-0.37400302,-0.04361962
-0.41970733,-0.045704305
-0.4671783,-0.04747094
-0.5150703,-0.047892075
-0.56302637,-0.04795603
-0.6106874,-0.047661014
-0.6577026,-0.047015253
-0.70373905,-0.04603639
-0.7484892,-0.044750147
-0.7906777,-0.042188544
-0.83007073,-0.039393
-0.8664756,-0.03640488
-0.899739,-0.0332634
-0.92974305,-0.030004056
-0.9564007,-0.026657656
-0.97965056,-0.023249831
-0.9994515,-0.019800983
-1.0157781,-0.016326586
-1.0286158,-0.012837684
-1.0379573,-0.009341568
-1.0437999,-0.005842528
-1.0461426,-0.002342658
-1.0449852,0.0011573295
-1.0403279,0.0046572746
-1.0321712,0.008156744
-1.020517,0.011654204
-1.0053709,0.0151462
-0.9867443,0.018626545
-0.96465874,0.022085542
-0.93914944,0.02550929
-0.91027033,0.0288791
-0.8780992,0.032171123
-0.8427429,0.035356276
-0.8043423,0.038400568
-0.7630765,0.041265894
-0.719165,0.04391141
-0.6728696,0.046295445
-0.6244917,0.04837793
-0.57436854,0.05012313
-0.52286613,0.05150243
-0.4703692,0.052496936
-0.41726977,0.05309941
-0.3639544,0.053315397
-0.31079108,0.053163316
-0.2581176,0.05267349
-0.20623128,0.051886305
-0.15538156,0.050849713
-0.10576512,0.049616445
-0.05752388,0.04824124
-0.010745509,0.04677837
0.03453416,0.04527967
0.07832724,0.043793075
0.12068901,0.042361777
0.16171287,0.04102386
0.20152521,0.039812338
0.24028069,0.038755476
0.27815804,0.03787735
0.31535646,0.03719843
0.3520927,0.036736242
0.38859868,0.036505956
0.42511958,0.03652091
0.4619126,0.036793012
0.49924558,0.037333
-0.5049727,0.0
-0.5061123,-0.0011396231
-0.50838304,-0.0022707116
-0.5117678,-0.0033847902
-0.5162413,-0.0044735037
-0.52177,-0.0055286805
-0.5283124,-0.0065423963
-0.5358194,-0.0075070453
-0.5442348,-0.008415411
-0.5534956,-0.009260739
-0.5635324,-0.010036814
-0.5742704,-0.010738028
-0.5856299,-0.011359452
-0.5975268,-0.0118969
-0.6098738,-0.012346975
-0.6225808,-0.012707112
-0.63555646,-0.012975609
-0.6487081,-0.013151625
-0.66194326,-0.013235181
-0.6751704,-0.013227129
-0.68829954,-0.013129114
-0.70124304,-0.01294351
-0.71391636,-0.012673357
-0.72623867,-0.012322271
-0.738133,-0.011894369
-0.74952716,-0.011394165
-0.7603537,-0.010826492
-0.7695501,-0.009196406
-0.77706474,-0.007514652
-0.78285635,-0.0057916273
-0.7878938,-0.005037392
-0.7921502,-0.00425644
-0.7956034,-0.0034532298
-0.7972356,-0.0016321781
-0.7970384,0.00019723857
-0.7950127,0.0020256466
-0.79116905,0.0038436602
-0.7855273,0.0056417654
-0.77811706,0.007410217
-0.76797813,0.010138951
-0.7551662,0.012811963
-0.7397538,0.015412355
-0.72183156,0.017922264
-0.70150864,0.020322911
-0.67891383,0.022594782
-0.6541959,0.02471795
-0.62752336,0.02667256
-0.5990839,0.028439429
-0.56908315,0.03000074
-0.5377424,0.031340815
-0.5052955,0.03244686
-0.47198582,0.033309657
-0.4380617,0.033924103
-0.40377215,0.034289595
-0.369362,0.034410127
-0.3350678,0.034294188
-0.30111343,0.033954397
-0.2677065,0.03340692
-0.23603575,0.031670757
-0.20726398,0.028771771
-0.18152429,0.025739681
-0.15892299,0.02260131
-0.13954288,0.019380104
-0.12344689,0.016095987
-0.110681415,0.012765476
-0.101279385,0.009402031
-0.09526284,0.006016543
-0.0926449,0.002617944
-0.09343101,-0.0007861164
-0.09761956,-0.0041885525
-0.10520168,-0.007582109
-0.1161603,-0.010958631
-0.13046867,-0.014308362
-0.14808796,-0.017619295
-0.16896458,-0.020876614
-0.19302684,-0.024062255
-0.22018151,-0.027154671
-0.25031033,-0.030128816
-0.28326678,-0.03295645
-0.31887355,-0.035606787
-0.35692105,-0.038047496
-0.39716718,-0.040246133
-0.43933898,-0.0421718
-0.48313603,-0.04379704
-0.5282358,-0.045099765
-0.57430077,-0.046064988
-0.61998695,-0.045686185
-0.66496027,-0.044973306
-0.70890486,-0.04394459
-0.7515302,-0.042625282
-0.7915761,-0.040045936
-0.8288218,-0.03724571
-0.8630851,-0.034263287
-0.8942201,-0.031135034
-0.92211384,-0.027893718
-0.9466815,-0.02456768
-0.967862,-0.021180484
-0.9856129,-0.01775096
-0.9999065,-0.014293507
-1.0107251,-0.010818625
-1.0180587,-0.007333575
-1.0219017,-0.003843121
-1.0222521,-0.00035031617
-1.0191094,0.0031426866
-1.0124756,0.0066338163
-1.0023553,0.010120265
-0.98875767,0.013597677
-0.9716983,0.017059354
-0.9512028,0.020495502
-0.9273102,0.023892548
-0.90007764,0.027232587
-0.8695846,0.030493017
-0.8359382,0.03364644
-0.7992773,0.03666093
-0.75977653,0.039500747
-0.717649,0.04212755
-0.6731469,0.0445021
-0.6265604,0.046586465
-0.578214,0.048346456
-0.5284597,0.04975424
-0.47766903,0.050790694
-0.42622173,0.05144731
-0.3744944,0.051727325
-0.32284844,0.051645964
-0.27161872,0.051229715
-0.22110394,0.050514784
-0.17155904,0.04954489
-0.12319028,0.048368763
-0.07615273,0.047037557
-0.03055021,0.045602515
0.013562796,0.044113006
0.05617787,0.042615075
0.097328365,0.041150495
0.13708468,0.03975631
0.17554943,0.03846476
0.21285295,0.03730352
0.24914908,0.03629613
0.28461164,0.035462562
0.31943145,0.03481982
0.353814,0.03438253
0.38797748,0.034163494
0.42215165,0.034174167
0.45657665,0.034425005
0.49150237,0.034925718
-0.4363439,0.0
-0.43799087,-0.0016469636
-0.44127285,-0.003281988
-0.44616604,-0.0048931744
-0.45263475,-0.006468711
-0.46063167,-0.00799693
-0.47009805,-0.00946638
-0.48096398,-0.010865915
-0.49314877,-0.012184804
-0.50656164,-0.013412862
-0.5211022,-0.014540585
-0.5366615,-0.015559309
-0.5531229,-0.016461363
-0.5703631,-0.017240223
-0.58825374,-0.017890638
-0.6066625,-0.01840876
-0.6254547,-0.01879221
-0.64449483,-0.019040124
-0.663648,-0.019153152
-0.6827814,-0.019133413
-0.70176584,-0.018984407
-0.7204767,-0.018710878
-0.73779535,-0.017318659
-0.75361586,-0.01582048
-0.76784486,-0.01422904
-0.78040165,-0.012556771
-0.7912173,-0.0108157
-0.8002347,-0.009017343
-0.8074074,-0.0071726697
-0.8126995,-0.005292118
-0.8160851,-0.003385652
-0.817548,-0.0014628585
-0.81708103,0.00046692844
-0.8146866,0.0023944872
-0.809376,0.00531056
-0.8011752,0.0082008075
-0.79012495,0.011050234
-0.7762821,0.01384289
-0.75972044,0.016561657
-0.7405323,0.01918814
-0.7188296,0.021702698
-0.69474494,0.024084639
-0.66843235,0.026312577
-0.6400674,0.028364971
-0.6098466,0.03022082
-0.57798606,0.031860486
-0.5447195,0.03326658
-0.5102946,0.034424882
-0.4749695,0.03532513
-0.4390078,0.0359617
-0.40267375,0.036334056
-0.36622685,0.03644688
-0.32991692,0.03630995
-0.2939792,0.035937704
-0.25863063,0.035348564
-0.22406657,0.034564074
-0.19045863,0.033607937
-0.15895358,0.031505045
-0.13066964,0.028283944
-0.10569605,0.024973584
-0.08409784,0.021598216
-0.06592048,0.01817736
-0.05119439,0.014726088
-0.039938875,0.011255516
-0.032165434,0.007773439
-0.027880365,0.004285069
-0.027086556,0.000793809
-0.029784499,-0.0026979416
-0.035972465,-0.006187968
-0.045645893,-0.009673425
-0.058795914,-0.013150021
-0.07540714,-0.016611231
-0.09545468,-0.020047534
-0.1189004,-0.023445727
-0.14568876,-0.026788361
-0.17574212,-0.030053355
-0.20895599,-0.03321387
-0.24519452,-0.03623854
-0.28428668,-0.03909214
-0.3260234,-0.04173672
-0.37015668,-0.04413328
-0.41640055,-0.04624388
-0.46343464,-0.04703408
-0.5109175,-0.047482867
-0.55849546,-0.04757795
-0.60581213,-0.047316704
-0.6525185,-0.046706337
-0.6982818,-0.045763366
-0.7427942,-0.04451239
-0.7847786,-0.041984368
-0.8239985,-0.03921989
-0.8602582,-0.03625971
-0.89340085,-0.03314266
-0.923305,-0.029904073
-0.9498797,-0.026574776
-0.9730603,-0.023180567
-0.99280244,-0.019742146
-1.0090778,-0.01627536
-1.0218695,-0.0127916895
-1.0311683,-0.009298903
-1.0369701,-0.0058017927
-1.0392731,-0.0023029693
-1.0380769,0.0011963242
-1.0333815,0.0046953885
-1.0251882,0.008193241
-1.0135005,0.011687794
-0.99832535,0.015175031
-0.97967714,0.018648207
-0.9575801,0.022097094
-0.93207276,0.025507284
-0.90321314,0.028859656
-0.8710831,0.032130033
-0.835794,0.03528914
-0.79749095,0.038302988
-0.75635725,0.04113371
-0.7126163,0.043740954
-0.66653246,0.046083827
-0.6184092,0.048123278
-0.5685844,0.049824808
-0.5174232,0.051161174
-0.46530837,0.05211486
-0.41262844,0.052679908
-0.35976553,0.05286292
-0.30708247,0.052683048
-0.2549115,0.05217098
-0.20354444,0.051367063
-0.15322559,0.050318852
-0.104147226,0.04907836
-0.056447834,0.047699396
-0.010212675,0.04623516
0.034523655,0.04473633
0.077773385,0.043249726
0.11959085,0.041817468
0.1600675,0.040476646
0.19932689,0.039259393
0.2375201,0.038193207
0.27482158,0.03730148
0.3114257,0.036604106
0.34754378,0.036118105
0.38340202,0.035858233
0.4192395,0.035837483
0.455307,0.036067512
0.49186593,0.0365589
-0.46337038,0.0
-0.46481964,-0.0014492591
-0.46770746,-0.0028878215
-0.47201252,-0.0043050447
-0.47770292,-0.005690399
-0.48473644,-0.0070335316
-0.49306077,-0.008324339
-0.50261384,-0.009553054
-0.5133242,-0.010710337
-0.52511156,-0.011787385
-0.5378876,-0.012776039
-0.5515565,-0.013668905
-0.56601596,-0.014459468
-0.58115816,-0.015142197
-0.59687084,-0.015712643
-0.6130383,-0.016167518
-0.62954307,-0.016504742
-0.6462665,-0.01672347
